,id,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,Number of schools nearby,Distance from the airport,Price
1500,6762827922,3,1.0,1200,6250,1.0,0,0,3,6,920,280,1943,0,122056,52.7395,-114.521,2,77,280000
1501,6762828276,3,1.75,1670,7415,1.0,0,0,3,7,1320,350,1987,0,122035,52.6076,-114.306,1,60,274950
1502,6762828531,4,2.0,1930,6600,1.0,0,0,4,7,1030,900,1967,0,122056,52.712,-114.522,1,54,268000
1503,6762828610,3,2.5,1440,7741,1.0,0,0,4,7,1000,440,1983,0,122067,52.6342,-114.384,2,73,265000
1504,6762828723,3,2.5,1658,2700,2.0,0,0,3,8,1658,0,2014,0,122043,52.5967,-114.497,1,65,263900
1505,6762828796,3,2.0,1630,8018,1.0,0,0,3,7,1630,0,2003,0,122039,52.4938,-114.433,2,80,260000
1506,6762829010,3,1.0,960,8100,1.0,0,0,3,7,960,0,1955,0,122014,53.0066,-114.497,3,54,255000
1507,6762829550,3,1.0,910,5250,1.0,0,0,4,6,910,0,1971,0,122031,52.7029,-114.542,1,55,244000
1508,6762830782,4,2.5,1720,9600,1.0,0,0,3,7,1120,600,1961,0,122023,52.5217,-114.378,2,62,200000
1509,6762831339,2,1.0,1180,9350,1.0,0,0,3,6,1180,0,1918,0,122063,52.7189,-114.449,3,54,160000
1510,6762810220,4,3.0,4260,18000,2.0,0,2,3,11,4260,0,2000,0,122057,52.7655,-114.43,2,51,2000000
1511,6762810234,8,3.5,4440,6480,2.0,0,3,5,10,3140,1300,1959,0,122047,52.861,-114.493,2,55,1970000
1512,6762810639,4,3.25,2980,7000,2.0,0,3,3,10,2140,840,1900,2014,122054,52.8233,-114.482,3,53,1400000
1513,6762810640,4,3.25,4700,9160,1.0,0,4,3,11,2520,2180,2005,0,122009,52.8044,-114.596,3,77,1400000
1514,6762810829,4,2.5,3240,10800,1.0,0,0,3,10,2260,980,1946,0,122004,52.9009,-114.452,1,55,1290000
1515,6762810979,4,2.75,3650,6982,2.0,0,2,4,9,2530,1120,1951,2003,122006,52.9056,-114.465,2,50,1210000
1516,6762811059,3,2.5,1970,23180,1.0,1,4,3,8,1100,870,1937,1998,122016,52.7795,-114.588,2,60,1180000
1517,6762811207,2,1.75,2050,11900,1.0,0,0,4,8,2050,0,1950,0,122048,52.8509,-114.409,1,74,1100000
1518,6762811513,7,4.0,3150,34830,1.0,0,0,3,9,3150,0,1957,2005,122030,52.8329,-114.337,2,70,999000
1519,6762811674,6,2.75,3610,17580,1.0,0,4,5,9,2070,1540,1959,0,122020,52.8039,-114.259,2,59,968000
1520,6762811703,4,2.25,2410,4560,2.0,0,2,5,9,1800,610,1929,0,122007,52.9096,-114.592,3,54,960000
1521,6762811895,3,2.5,2690,7000,2.0,0,0,5,7,1840,850,1943,0,122006,52.9084,-114.467,3,53,925000
1522,6762812057,6,2.75,2300,24773,1.5,0,0,4,9,2300,0,1950,1985,122057,52.8133,-114.432,3,72,900000
1523,6762812107,5,1.5,2680,28014,1.0,0,0,4,8,1450,1230,1963,0,122048,52.8648,-114.386,1,67,898000
1524,6762812243,3,2.75,2280,4280,1.0,0,0,5,7,1280,1000,1917,0,122028,52.8985,-114.525,2,50,875000
1525,6762812562,3,2.0,2520,5400,1.5,0,0,4,8,1410,1110,1906,0,122003,52.8665,-114.551,1,62,840500
1526,6762812566,4,2.75,3040,2800,2.0,0,0,3,9,2100,940,1906,2014,122013,52.8545,-114.517,1,60,840000
1527,6762812567,4,2.5,3420,8405,2.0,0,0,3,10,3420,0,2000,0,122019,52.8628,-114.254,3,71,840000
1528,6762812568,4,1.75,2330,4000,2.0,0,0,5,8,1300,1030,1924,0,122004,52.896,-114.479,1,59,840000
1529,6762812774,3,2.5,2510,5503,2.0,0,2,3,9,2510,0,1995,0,122016,52.7719,-114.573,2,67,820000
1530,6762812818,4,2.25,2000,3800,2.0,0,0,3,8,2000,0,2001,0,122006,52.9152,-114.501,2,76,815000
1531,6762813035,4,3.0,2580,209523,2.0,0,0,3,8,2580,0,1984,0,122045,52.9232,-114.196,3,67,799000
1532,6762813197,4,3.5,3910,8095,2.0,0,0,3,9,3130,780,2007,0,122011,52.7888,-114.226,3,59,782000
1533,6762813729,3,1.75,1490,9800,1.0,0,0,4,7,1140,350,1947,0,122048,52.814,-114.388,1,66,745000
1534,6762813769,2,1.75,2080,4800,1.0,0,0,5,7,1080,1000,1923,0,122007,52.9196,-114.552,1,80,740000
1535,6762813770,4,2.25,2920,46355,2.0,0,0,4,9,2920,0,1998,0,122036,52.799,-114.152,1,79,740000
1536,6762813813,3,2.5,2810,5400,2.0,0,0,3,9,2810,0,2005,0,122005,52.9365,-114.308,1,76,739000
1537,6762814346,2,1.75,2320,5500,1.5,0,2,3,8,1720,600,1925,2000,122054,52.816,-114.482,2,77,700000
1538,6762814347,4,3.5,4490,5099,2.0,0,0,3,9,3390,1100,2006,0,122008,52.7694,-114.051,1,56,700000
1539,6762814687,4,2.5,3150,7277,2.0,0,0,3,9,3150,0,2006,0,122053,52.7459,-114.392,1,79,681716
1540,6762814689,3,1.0,1700,6356,1.5,0,0,3,7,1700,0,1907,0,122051,52.7977,-114.471,3,67,681000
1541,6762814970,3,2.5,2190,10370,2.0,0,0,3,9,2190,0,1987,0,122019,52.8518,-114.22,2,70,665000
1542,6762815150,4,2.5,2990,5669,2.0,0,0,3,8,2990,0,2003,0,122019,52.8419,-114.201,1,64,655000
1543,6762815566,3,2.5,2300,5500,1.5,0,0,4,8,2000,300,1921,0,122054,52.8085,-114.483,1,79,635000
1544,6762815658,4,2.5,2740,43101,2.0,0,0,3,9,2740,0,1993,0,122037,52.9949,-114.239,2,66,630000
1545,6762815875,3,2.25,2180,7741,2.0,0,0,3,9,2180,0,1986,0,122019,52.8782,-114.262,1,52,621138
1546,6762816280,4,2.0,2510,38141,1.0,0,0,3,9,2510,0,1960,0,122033,52.9519,-114.448,2,75,600000
1547,6762816281,3,1.75,1580,7416,1.0,0,0,3,7,1150,430,1967,0,122049,52.8356,-114.363,1,67,600000
1548,6762816408,4,2.75,2020,2750,1.0,0,0,3,8,1010,1010,1917,2014,122044,52.8353,-114.481,2,70,599000
1549,6762816549,3,2.0,1650,6150,2.0,0,0,4,7,1650,0,1926,1993,122009,52.8013,-114.584,2,55,590000
1550,6762816616,3,1.0,1110,6000,1.5,0,0,5,7,1110,0,1932,0,122032,52.8796,-114.593,3,55,589000
1551,6762816784,5,2.0,1940,6000,1.0,0,0,5,7,970,970,1945,0,122006,52.9175,-114.477,1,50,580000
1552,6762817186,7,4.5,4140,9066,1.0,0,0,3,7,2070,2070,1978,0,122022,52.9602,-114.481,3,78,565000
1553,6762817453,3,2.5,3160,4270,2.0,0,0,3,8,2650,510,2006,0,122017,52.9753,-114.384,3,72,555000
1554,6762817577,4,1.0,1660,34848,1.0,0,0,1,5,930,730,1933,0,122005,52.8921,-114.322,2,54,550000
1555,6762817884,4,2.5,2230,10414,1.0,0,0,5,7,1450,780,1974,0,122020,52.8116,-114.19,3,67,544500
1556,6762818072,3,2.5,1550,12920,2.0,0,0,5,7,1550,0,1999,0,122010,52.9273,-114.384,3,63,537000
1557,6762818116,3,2.5,1720,4006,2.0,0,0,3,8,1720,0,1994,0,122011,52.799,-114.197,1,64,535000
1558,6762818724,4,2.5,2680,7178,2.0,0,0,3,8,2680,0,2004,0,122008,52.7625,-114.046,1,71,515000
1559,6762818845,3,1.75,1400,4000,1.0,0,0,3,7,870,530,1951,0,122007,52.9213,-114.571,1,74,510250
1560,6762818848,4,1.5,2040,8800,1.0,0,0,4,7,1020,1020,1961,0,122030,52.8265,-114.329,1,73,510000
1561,6762819231,4,2.5,2798,4473,2.0,0,0,3,9,2798,0,2012,0,122042,52.6595,-114.395,1,52,499950
1562,6762819470,4,2.5,2360,4367,2.0,0,0,3,8,2360,0,2003,0,122017,53.0031,-114.357,3,70,490000
1563,6762819850,3,2.0,1980,12150,1.0,0,0,3,9,1980,0,1994,0,122035,52.5957,-114.342,2,75,479900
1564,6762820051,2,3.25,1400,1243,3.0,0,0,3,8,1400,0,2000,0,122028,52.8834,-114.543,1,67,474800
1565,6762820269,6,3.25,4250,23326,1.0,0,3,3,10,2150,2100,1967,0,122040,52.57,-114.517,1,50,465000
1566,6762820270,3,2.25,1840,5752,2.0,0,0,3,7,1840,0,2003,0,122033,52.9342,-114.377,2,56,465000
1567,6762820438,4,3.0,2230,52983,2.0,0,0,3,8,2230,0,1991,0,122065,52.5877,-114.385,1,54,460000
1568,6762820775,3,1.0,1100,4600,1.0,0,0,3,7,1100,0,1917,0,122009,52.7986,-114.575,3,68,450000
1569,6762821365,3,1.75,1610,6480,1.0,0,0,4,7,1610,0,1947,0,122022,52.9437,-114.497,3,74,438750
1570,6762821576,3,1.75,1980,5100,1.0,0,0,3,7,1270,710,1965,0,122028,52.9211,-114.537,3,77,432500
1571,6762821640,3,3.75,3890,7140,1.0,0,2,3,8,2390,1500,1943,2007,122063,52.7373,-114.429,1,73,430000
1572,6762821745,2,1.75,1350,6315,1.0,0,0,3,8,1350,0,2005,0,122045,52.9441,-114.222,2,72,429000
1573,6762821838,4,2.75,1680,9545,1.0,0,0,4,7,1080,600,1979,0,122058,52.969,-114.433,3,65,425000
1574,6762822060,3,1.75,1820,22320,1.0,0,0,3,7,1250,570,1977,0,122045,52.8741,-114.15,2,77,420000
1575,6762823101,3,2.5,2250,3757,2.0,0,0,3,7,2250,0,2006,0,122015,52.7087,-114.319,1,77,395000
1576,6762823630,3,2.0,1660,8281,1.0,0,0,3,7,1660,0,1949,0,122016,52.7868,-114.572,1,58,380000
1577,6762824055,3,1.0,800,2296,1.0,0,0,4,6,800,0,1908,0,122028,52.8846,-114.546,1,75,370000
1578,6762824056,4,2.5,3090,18645,2.0,0,0,3,9,3090,0,1995,0,122018,52.5202,-114.532,1,51,370000
1579,6762824249,3,1.5,1300,12240,1.0,0,0,3,7,1300,0,1963,0,122058,52.967,-114.433,3,78,365000
1580,6762824348,4,2.5,3753,7204,2.0,0,0,3,10,3336,417,2008,0,122018,52.5311,-114.575,2,57,363000
1581,6762824638,2,1.0,1270,3200,1.0,0,0,4,7,960,310,1920,0,122028,52.8865,-114.538,2,80,355000
1582,6762824639,3,2.5,2400,9701,1.0,0,0,3,9,2400,0,1990,0,122018,52.5381,-114.582,3,74,355000
1583,6762825137,2,1.0,1080,4000,1.0,0,0,3,7,1080,0,1940,0,122007,52.9202,-114.577,2,53,345000
1584,6762825557,4,2.0,1480,3132,1.0,0,0,5,6,740,740,1910,0,122059,52.78,-114.502,1,66,335000
1585,6762825976,3,2.75,1720,28000,1.0,0,0,4,7,1720,0,1958,0,122046,52.6675,-114.366,2,74,326000
1586,6762826001,2,2.5,1050,1609,2.0,0,0,3,7,1050,0,2005,0,122054,52.8154,-114.503,2,65,325000
1587,6762826465,3,2.0,1300,3731,1.0,0,0,3,7,900,400,1993,0,122051,52.7674,-114.46,3,50,315000
1588,6762826679,3,1.0,1430,19901,1.5,0,0,4,7,1430,0,1927,0,122058,52.9858,-114.419,2,55,310000
1589,6762826863,3,2.5,1680,11193,2.0,0,0,3,8,1680,0,1984,0,122046,52.6782,-114.315,1,80,306000
1590,6762826891,3,1.0,1160,11776,1.0,0,0,3,7,1160,0,1968,0,122037,52.9727,-114.264,2,74,305000
1591,6762827249,3,1.0,1390,9624,1.5,0,0,4,7,1390,0,1954,0,122014,53.0058,-114.491,2,51,299000
1592,6762827755,2,1.0,800,6240,1.0,0,0,3,6,800,0,1954,0,122022,52.9557,-114.486,1,79,285000
1593,6762828122,4,1.0,1450,6250,1.0,0,0,3,6,990,460,1964,0,122052,52.7431,-114.547,2,78,277000
1594,6762828383,3,1.5,1430,8960,1.0,0,0,4,6,1430,0,1953,0,122031,52.7059,-114.539,3,59,270000
1595,6762828384,3,1.75,1300,4127,1.0,0,0,4,6,650,650,1918,1953,122034,52.7653,-114.542,2,59,270000
1596,6762828568,3,2.5,2495,4400,2.0,0,0,3,8,2495,0,2007,0,122039,52.518,-114.473,2,60,267000
1597,6762828589,3,1.5,1430,9600,1.0,0,0,4,7,1430,0,1966,0,122015,52.7037,-114.34,1,70,266200
1598,6762829099,2,1.0,1060,8187,1.0,0,0,4,6,1060,0,1952,0,122038,52.9808,-114.539,3,58,254000
1599,6762829100,3,2.0,1480,7480,1.0,0,0,4,7,1480,0,1992,0,122024,52.5842,-114.245,2,53,254000
1600,6762829117,3,2.0,1400,8640,1.0,0,0,5,7,1400,0,1968,0,122040,52.5482,-114.509,1,59,253400
1601,6762829452,3,1.75,1300,7958,1.0,0,0,3,7,1300,0,1996,0,122023,52.5462,-114.384,2,64,245100
1602,6762829545,3,2.5,2060,4030,2.0,0,0,3,7,2060,0,1999,0,122066,52.6209,-114.428,1,74,244615
1603,6762829586,3,1.75,1310,9645,1.0,0,0,3,7,1310,0,1979,0,122043,52.6351,-114.48,3,80,242000
1604,6762829776,4,2.25,1830,9485,1.0,0,0,4,7,1200,630,1989,0,122018,52.5295,-114.577,1,67,236000
1605,6762830129,3,2.0,2030,24829,1.0,0,0,4,7,1220,810,1979,0,122039,52.5018,-114.481,3,53,225000
1606,6762830130,3,2.5,1680,6755,2.0,0,0,3,8,1680,0,1994,0,122023,52.5593,-114.36,2,65,225000
1607,6762830209,3,1.5,1560,7300,1.0,0,0,4,7,1040,520,1964,0,122039,52.5727,-114.471,3,73,224000
1608,6762830266,3,1.0,1180,5002,1.5,0,0,3,7,1180,0,1946,0,122014,52.9829,-114.514,2,77,220000
1609,6762830417,2,1.0,1320,8865,1.0,0,0,4,6,1320,0,1943,0,122056,52.7249,-114.49,1,73,215000
1610,6762830418,3,1.75,1210,8075,1.0,0,0,4,6,1210,0,1983,0,122039,52.4966,-114.444,1,62,215000
1611,6762830536,2,1.5,880,1157,2.0,0,0,3,7,880,0,2007,0,122064,52.7488,-114.566,1,50,210000
1612,6762831024,2,2.0,1700,3171,1.0,0,0,5,5,850,850,1927,0,122072,52.5325,-114.414,1,53,189000
1613,6762831047,2,2.0,1390,1302,2.0,0,0,3,7,1390,0,1986,0,122040,52.5389,-114.52,3,69,186950
1614,6762831186,2,1.0,830,2699,1.0,0,0,3,7,830,0,1996,0,122024,52.6139,-114.228,1,58,175000
1615,6762831279,3,1.0,1100,10125,1.0,0,0,3,7,1100,0,1969,0,122035,52.597,-114.297,2,77,168500
1616,6762831375,2,1.0,740,9003,1.0,0,0,3,5,740,0,1949,0,122067,52.6517,-114.387,1,76,157500
1617,6762831419,2,1.0,720,4222,1.0,0,0,4,5,720,0,1942,0,122053,52.7265,-114.376,3,69,151000
1618,6762831424,3,1.0,820,7680,1.5,0,0,3,6,820,0,1910,0,122034,52.758,-114.549,1,80,150000
1619,6762831497,2,1.0,780,6685,1.0,0,0,4,5,780,0,1948,0,122072,52.535,-114.405,3,68,135000
1620,6762831538,3,1.0,1340,15600,1.0,0,0,4,6,1340,0,1978,0,122035,52.5524,-114.333,2,58,124740
1621,6762810059,6,4.25,6980,15682,3.0,0,4,4,12,5330,1650,1999,0,122057,52.7852,-114.421,3,50,3100000
1622,6762810088,4,3.25,4430,21000,2.0,0,0,3,10,4430,0,1952,2007,122071,52.8698,-114.427,3,75,2750000
1623,6762810130,4,3.5,4730,13586,1.5,0,0,5,10,4270,460,1935,0,122047,52.8619,-114.478,1,64,2450000
1624,6762810616,4,4.25,4960,6000,2.5,0,0,3,11,3680,1280,1909,2003,122061,52.8737,-114.546,1,61,1430000
1625,6762810704,5,3.5,5960,13703,2.0,0,2,3,10,4770,1190,1984,0,122029,52.8451,-114.297,2,57,1360000
1626,6762811747,4,3.5,4140,13392,2.0,0,0,3,11,4140,0,2000,0,122015,52.7561,-114.334,3,63,950000
1627,6762812373,3,2.5,2770,9136,2.0,0,0,3,10,2770,0,1991,0,122027,52.7905,-114.305,1,52,860000
1628,6762812775,4,2.25,2280,6660,1.5,0,2,3,8,1960,320,1940,1984,122003,52.8803,-114.558,2,61,820000
1629,6762813107,5,3.25,2900,12160,1.0,0,0,4,8,1890,1010,1967,0,122049,52.8454,-114.358,2,50,790000
1630,6762813597,5,3.0,2170,2440,1.5,0,0,4,8,1450,720,1911,0,122006,52.9024,-114.507,2,75,750500
1631,6762814049,4,2.25,1960,8680,1.0,0,0,4,8,1290,670,1959,0,122048,52.8376,-114.382,2,64,723000
1632,6762814486,3,2.5,2390,4555,2.0,0,0,3,9,2390,0,2006,0,122019,52.8499,-114.215,3,77,695000
1633,6762814544,4,2.5,2920,9904,2.0,0,0,4,9,2920,0,1990,0,122011,52.8059,-114.185,3,58,690000
1634,6762814628,3,1.75,1940,7313,1.0,0,1,4,8,1440,500,1960,0,122016,52.7539,-114.577,2,56,685000
1635,6762814693,3,2.25,2330,4000,1.5,0,2,5,7,1520,810,1927,0,122006,52.9032,-114.48,2,50,680000
1636,6762814875,4,2.75,2620,6707,2.0,0,0,3,9,2620,0,2000,0,122020,52.8265,-114.228,3,77,672500
1637,6762814883,3,2.5,2620,21587,2.0,0,0,3,7,2620,0,1992,0,122045,52.8684,-114.149,3,50,672000
1638,6762815120,4,2.75,3310,6166,2.0,0,0,3,9,3310,0,2008,0,122008,52.751,-114.067,1,57,658000
1639,6762815220,3,2.5,2930,6050,2.0,0,0,3,9,2930,0,2008,0,122008,52.7451,-114.073,3,52,650880
1640,6762815393,3,3.25,1730,1229,2.0,0,2,3,9,1320,410,2008,0,122003,52.8674,-114.559,1,72,645000
1641,6762815562,4,1.75,1640,4240,1.0,0,0,5,7,920,720,1921,0,122007,52.9066,-114.558,2,78,635200
1642,6762815948,4,2.0,2300,3400,1.5,0,0,5,8,1550,750,1915,0,122007,52.908,-114.551,1,75,619000
1643,6762816252,4,2.5,2760,6850,2.0,0,0,3,9,2760,0,1999,0,122053,52.7646,-114.375,3,73,602500
1644,6762816282,3,1.75,2930,19876,1.0,0,0,3,9,2030,900,1993,0,122021,52.9743,-114.36,3,63,600000
1645,6762816466,3,2.0,1480,5000,1.0,0,0,4,7,750,730,1928,0,122007,52.9159,-114.56,2,63,595000
1646,6762817187,4,2.5,2440,22594,2.0,0,0,3,8,2440,0,1996,0,122045,52.8633,-114.16,3,77,565000
1647,6762817578,5,2.0,2450,9488,1.0,0,0,4,7,1240,1210,1900,1955,122038,52.9356,-114.53,2,62,550000
1648,6762817943,3,1.5,2600,5085,1.0,0,0,4,7,1400,1200,1940,0,122064,52.7959,-114.566,1,60,540000
1649,6762818117,3,2.5,1360,1016,3.0,0,0,3,7,1310,50,2003,0,122006,52.9074,-114.514,3,66,535000
1650,6762818343,3,1.0,1590,6420,1.0,0,0,3,7,1590,0,1944,0,122016,52.7655,-114.582,2,55,529000
1651,6762818415,5,2.5,2630,9216,2.0,0,0,3,8,2630,0,2003,0,122055,52.9679,-114.156,1,66,525000
1652,6762818416,3,3.0,2600,5238,1.5,0,3,3,9,1890,710,1989,0,122043,52.5748,-114.517,2,72,525000
1653,6762818849,3,1.5,2240,3800,2.0,0,0,3,8,1370,870,1929,0,122006,52.9187,-114.497,3,62,510000
1654,6762819034,3,2.0,2590,54014,2.0,0,0,3,8,1980,610,1988,0,122024,52.6388,-114.245,2,50,503000
1655,6762819626,4,1.0,1600,4300,1.5,0,0,4,7,1600,0,1916,0,122028,52.8948,-114.533,3,63,485000
1656,6762819920,3,1.0,2110,7800,1.0,0,0,5,7,1110,1000,1924,0,122010,52.918,-114.358,1,62,475300
1657,6762820080,6,2.5,4410,14034,1.0,0,2,4,9,2350,2060,1965,0,122040,52.5676,-114.514,3,62,472000
1658,6762820726,4,2.25,2590,10002,1.0,0,0,4,8,1340,1250,1968,0,122058,52.9989,-114.456,3,69,452000
1659,6762820776,4,2.0,2240,7725,1.0,0,0,5,7,1120,1120,1956,0,122034,52.7631,-114.555,3,69,450000
1660,6762820942,4,2.75,2320,4344,2.0,0,0,3,8,2320,0,2012,0,122015,52.7162,-114.353,3,58,449950
1661,6762821057,4,1.75,1990,4725,1.5,0,0,4,7,1190,800,1944,0,122064,52.7575,-114.57,2,71,445000
1662,6762821419,2,1.0,1260,5000,1.0,0,0,3,7,1040,220,1951,0,122007,52.9082,-114.587,2,65,436500
1663,6762822414,3,1.75,1950,52256,1.0,0,0,4,8,1950,0,1985,0,122035,52.5433,-114.268,2,58,412000
1664,6762822628,3,2.0,1240,14404,1.0,0,0,3,7,1240,0,1988,0,122045,52.8914,-114.25,3,50,405000
1665,6762822629,5,1.75,1880,10000,1.0,0,0,3,7,960,920,1963,0,122033,52.9482,-114.391,1,64,405000
1666,6762822749,2,1.0,710,1173,2.0,0,0,4,7,710,0,1943,0,122013,52.8712,-114.519,2,70,402000
1667,6762822799,4,1.5,1390,7200,1.0,0,0,3,7,1140,250,1965,0,122038,52.9524,-114.522,1,57,400000
1668,6762822800,4,2.75,1240,3867,1.0,0,0,3,7,800,440,1987,0,122022,52.9457,-114.474,1,51,400000
1669,6762822801,5,2.0,1930,9747,1.0,0,0,4,7,1020,910,1962,0,122058,53.0043,-114.425,3,59,400000
1670,6762822802,4,2.0,1670,12056,1.0,0,0,3,7,1670,0,1955,0,122058,52.9718,-114.434,1,78,400000
1671,6762823102,2,1.0,1320,1824,1.5,0,0,4,6,1320,0,1909,0,122054,52.815,-114.484,1,80,395000
1672,6762823375,2,1.0,910,7000,1.0,0,0,3,7,910,0,1952,0,122006,52.9299,-114.495,1,68,389000
1673,6762824203,2,1.0,810,4800,1.0,0,0,3,6,810,0,1919,0,122051,52.7914,-114.46,1,65,367500
1674,6762824842,4,2.5,2040,22653,2.0,0,0,3,7,2040,0,2011,0,122056,52.7291,-114.489,1,52,350000
1675,6762825044,4,1.75,1700,7800,1.0,0,0,5,7,1120,580,1981,0,122015,52.7101,-114.348,2,75,349000
1676,6762825717,3,2.25,2270,8876,1.0,0,0,3,7,1380,890,1977,0,122046,52.6953,-114.366,2,51,332000
1677,6762825887,3,1.5,1460,5040,1.0,0,0,3,7,1100,360,1971,0,122038,52.9412,-114.547,1,50,329932
1678,6762826892,2,2.25,1000,905,3.0,0,0,3,8,1000,0,2006,0,122007,52.9142,-114.577,3,70,305000
1679,6762827028,2,1.0,900,423838,1.0,0,2,5,6,900,0,1925,0,122068,52.458,-114.278,2,79,302000
1680,6762827070,2,1.0,820,3844,1.0,0,0,4,6,820,0,1916,0,122038,52.9349,-114.539,1,64,300000
1681,6762827071,3,2.5,2080,9827,2.0,0,0,3,8,2080,0,1989,0,122018,52.5358,-114.584,3,80,300000
1682,6762827354,4,2.5,2290,4539,2.0,0,0,3,7,2290,0,2001,0,122046,52.7053,-114.362,3,76,295000
1683,6762828554,3,1.75,1590,4000,1.0,0,2,3,7,1090,500,1957,0,122070,52.6727,-114.464,2,67,267500
1684,6762828586,4,1.75,1880,7632,1.0,0,0,4,7,1180,700,1978,0,122018,52.5368,-114.562,3,50,266500
1685,6762828700,4,2.25,1720,9753,1.0,0,0,4,7,1120,600,1978,0,122018,52.5222,-114.561,2,53,264950
1686,6762828716,3,1.5,1470,14821,1.0,0,0,4,7,1470,0,1958,0,122035,52.5958,-114.338,1,57,264000
1687,6762828757,2,1.0,1500,4120,1.5,0,0,3,5,880,620,1928,0,122042,52.7157,-114.39,2,69,262000
1688,6762829197,2,1.0,1110,26051,1.0,0,0,3,6,1110,0,1951,0,122056,52.7011,-114.481,1,55,250000
1689,6762829429,3,1.5,1270,11600,1.0,0,0,4,7,1270,0,1964,0,122067,52.6375,-114.386,3,61,246500
1690,6762829934,4,2.0,1530,6375,2.0,0,0,3,7,1530,0,1942,1983,122046,52.6992,-114.352,2,63,231000
1691,6762829948,2,1.0,950,7560,1.0,0,0,3,6,950,0,1958,0,122046,52.6799,-114.366,2,65,230000
1692,6762830537,3,1.75,1590,7617,2.0,0,0,3,7,1590,0,1986,0,122043,52.6119,-114.502,2,61,210000
1693,6762831391,3,1.0,1250,6250,1.0,0,0,2,7,1030,220,1949,0,122059,52.7592,-114.513,3,63,155000
1694,6762831466,3,1.0,1010,5490,1.0,0,0,3,6,1010,0,1954,0,122056,52.7062,-114.483,2,75,145000
1695,6762831611,2,1.0,900,8580,1.0,0,0,3,5,900,0,1918,0,122056,52.7027,-114.46,3,60,83000
1696,6762810035,4,3.5,5550,28078,2.0,0,2,4,12,3350,2200,2000,0,122071,52.8695,-114.424,1,51,3710000
1697,6762810136,4,3.25,4140,20734,1.0,0,1,3,10,3300,840,1977,2005,122048,52.8644,-114.405,3,71,2400000
1698,6762810275,5,3.5,4180,17935,2.0,0,0,3,11,4180,0,2004,0,122048,52.8173,-114.392,1,54,1890000
1699,6762810666,6,2.75,5700,20000,1.0,0,4,4,10,2850,2850,1977,0,122027,52.7901,-114.35,2,53,1390000
1700,6762810698,3,2.5,2090,6000,1.5,0,0,4,9,2090,0,1928,0,122004,52.8867,-114.471,3,53,1370000
1701,6762810877,4,2.5,3150,13700,2.0,0,0,4,9,3150,0,1966,0,122057,52.7609,-114.414,1,75,1260000
1702,6762811748,4,1.75,2500,92347,1.0,0,0,4,8,1500,1000,1970,0,122057,52.7645,-114.406,3,80,950000
1703,6762811966,4,3.5,3760,5000,2.0,0,0,3,9,2860,900,2014,0,122007,52.9126,-114.584,3,67,919204
1704,6762812374,3,2.25,3060,12095,2.0,0,0,3,10,3060,0,1983,0,122027,52.7911,-114.296,3,66,860000
1705,6762812569,7,4.5,4290,37607,1.5,0,0,5,10,4290,0,1982,0,122012,52.7112,-114.223,3,71,840000
1706,6762812710,3,2.5,2780,11964,2.0,0,0,3,9,2780,0,2009,0,122033,52.9427,-114.406,2,50,825500
1707,6762812967,2,2.25,1730,31491,2.0,1,2,4,7,1730,0,1947,1988,122069,52.603,-114.654,1,53,800000
1708,6762813603,3,1.75,1700,8400,1.0,0,0,3,8,1460,240,1947,0,122032,52.8834,-114.605,1,64,750000
1709,6762813604,4,2.75,2600,4674,1.0,0,0,3,8,1560,1040,1976,0,122006,52.9082,-114.476,2,65,750000
1710,6762813771,5,3.75,3990,18897,2.0,0,0,3,8,3090,900,1937,2010,122022,52.9528,-114.5,2,53,740000
1711,6762813846,4,3.0,2840,4120,1.5,0,0,4,8,2060,780,1931,0,122051,52.7983,-114.473,1,71,735000
1712,6762814153,4,1.75,3420,7200,1.0,0,3,5,8,1770,1650,1947,0,122022,52.9381,-114.467,1,62,715000
1713,6762814348,4,2.5,2310,3570,1.5,0,0,3,7,1490,820,1927,2014,122028,52.9189,-114.537,2,78,700000
1714,6762814629,4,2.5,2310,5100,2.0,0,0,3,9,2310,0,2013,0,122050,52.9339,-114.55,3,59,685000
1715,6762815105,4,2.5,3190,11375,1.0,0,0,5,8,2210,980,1946,0,122022,52.934,-114.49,1,66,659000
1716,6762815151,4,2.25,2060,8470,1.0,0,0,3,8,1440,620,1983,0,122027,52.7905,-114.314,3,65,655000
1717,6762815230,2,2.5,1740,2500,2.0,0,2,3,8,1210,530,1994,0,122047,52.852,-114.49,2,57,650000
1718,6762815388,2,1.0,1890,5202,1.5,0,0,4,7,1890,0,1909,0,122007,52.9086,-114.569,1,65,645500
1719,6762815444,3,2.5,2670,10082,1.0,0,0,3,10,2670,0,1987,0,122019,52.8659,-114.235,1,59,642000
1720,6762815445,4,2.5,2560,8780,2.0,0,0,3,9,2560,0,1992,0,122011,52.8017,-114.181,2,63,642000
1721,6762815757,4,3.25,4240,25639,2.0,0,3,3,10,3550,690,1989,0,122018,52.5541,-114.568,1,62,625000
1722,6762817147,4,2.0,2340,50233,1.0,0,0,4,7,1170,1170,1966,0,122020,52.8205,-114.212,1,79,568000
